id,composition,Natom,Nelem,D,Nmag,CS,SG,E,M,MR,MSVL,dmean,dstd,ehull
mp-1186112,Ni1 Pt1 O3,5,3,12.367586798737676,2,1,221,3.6160000000000005,60.35799999999999,2.0,3.95444,2.6133573536513324,0.45528168559311294,1.2424035669999984
mp-1016826,Mg1 Ir1 O3,5,3,12.05987474322127,1,1,221,3.25,52.902,0.5,3.921368,2.5915011731554953,0.45147404762011656,0.7838253469999961
mp-1183878,Eu1 Cd1 O3,5,3,14.43280107422946,1,1,221,2.164,62.48,0.5,4.163324,2.7514018144245656,0.47933087071500924,0.5857820752500009
mp-530986,Mg32 Si32 O96,160,3,9.737978003865237,0,7,5,2.7880000000000003,20.080000000000002,0.5,16.396523716738763,8.11259543475037,3.312484013567315,0.10319220191667
mp-1183534,Ca1 Sc1 O3,5,3,13.630949883327293,3,1,221,2.708,26.607999999999997,0.5,4.084749,2.69947422061529,0.4702843917077467,0.24047543449999687
mp-556235,Ca4 C4 O12,20,3,12.247939683840523,0,7,14,3.402,20.018,0.5,8.465481904668906,4.585482154287309,1.890339735681923,0.0008676930000008909
mp-541129,Nd4 V4 O12,20,3,11.930366948071587,4,2,62,3.3019999999999996,48.628,0.0,7.71246632,4.527615465861526,1.559709825381498,0.0
mp-1184411,Eu1 Mo1 O3,5,3,13.786429126151024,2,1,221,3.2960000000000003,59.19,0.0,4.100221,2.709699148791136,0.4720657104885343,0.14966000124999823
mp-1373731,Al4 Mo4 O12,20,3,11.127635668560613,4,2,62,3.6020000000000003,34.186,0.5,8.205346,4.393772453942348,1.6459296295097041,0.17625915524999947
mp-5323,Ce1 Al1 O3,5,3,10.648712586798379,1,1,221,3.1020000000000003,43.016,0.5,3.76203913,2.486200670269975,0.4331292964474524,0.017115028999999282
mp-780260,Ti2 Ge2 O6,10,3,14.228736606278071,0,5,148,3.3,33.7,0.5,11.180751335082704,4.550170064138395,2.388569326815884,0.041048838166670265
mp-1180211,Na8 Zn8 O24,40,3,14.66308566357895,16,4,135,2.0526000000000004,27.274,2.0,12.781385,6.931220921135129,2.9250177973659635,0.3454508337500002
mp-1279343,Co2 Ni2 O6,10,3,9.475617404906611,4,6,2,3.3260000000000005,33.124,2.0,7.041751812265931,3.2162117953650182,0.8878422373685887,0.00036671099999896484
mp-605340,La4 Fe4 O12,20,3,16.66955357423796,4,2,31,3.31,48.55,0.5,9.124399,4.861333225188115,1.7448884490287495,0.29189288549999937
mp-752437,Sm4 In4 O12,20,3,13.788299695039564,0,2,62,2.492,62.64,0.0,8.238917,4.687574880675719,1.6231919261720624,0.030393086624997068
mp-1195803,Na12 Nb12 O36,60,3,12.592696527473164,0,2,62,3.2966,32.779999999999994,0.5,23.805242,9.15776071412713,5.055416528095371,0.025354434666665426
mp-560885,Ca4 Si4 O12,20,3,9.40404796050043,0,2,62,2.854,23.234,0.5,7.206447,4.273151893496308,1.5832277083636928,0.2412286331666582
mp-546798,Mn2 Cl2 O6,10,3,20.46770351595788,0,2,36,2.4240000000000004,27.677999999999997,0.5,7.423320125981366,4.457381419691106,1.3588394659688976,0.36162198886111163
mp-699575,Co16 Si16 O48,80,3,10.989335016424594,16,2,61,3.364,27.003999999999998,0.5,18.463858,7.83810470079378,3.7476489480042607,0.02191650058333572
mp-559252,Na4 I4 O12,20,3,17.76257054014553,0,2,33,2.0046,39.578,0.5,8.59996,5.146820687193234,2.0500110458291276,0.13328705200000357
mp-974108,Ni1 Pb1 O3,5,3,11.066094053283985,1,1,221,2.854,62.778,2.0,3.810554,2.518267900735755,0.438715835406171,0.36695846999999926
mp-2647162,Pu4 Tl4 O12,20,3,16.272835502345444,2,4,127,2.656,99.28,0.0,8.657264,5.211694130659457,1.900171254132908,0.0
mp-771703,La6 Al6 O18,30,3,14.226194273061244,0,6,2,3.132,42.775999999999996,0.5,10.33415516883037,5.429992797213475,2.092932852714448,0.04276015766666852
mp-532143,Mn16 Si16 O48,80,3,10.435729573664236,16,4,88,3.0700000000000003,26.206,0.5,11.914722000000001,6.763053084605095,2.705181201217959,0.08402936004167216
mp-1183133,Al1 Ir1 O3,5,3,9.838464585011021,0,1,221,3.6260000000000003,53.43599999999999,0.5,3.664087,2.4214727511021152,0.4218528301149624,1.0826480700454537
mp-3547,Mg4 Si4 O12,20,3,8.396580847700344,0,2,62,2.7880000000000003,20.080000000000002,0.5,6.978868,4.020615405452474,1.3933654908363415,0.2170405331666707
mp-22989,Na4 I4 O12,20,3,14.575948481293466,0,2,62,2.0046,39.578,0.5,8.00742924,4.704772760304212,1.7817917880217715,0.0
mp-756630,Dy4 Al4 O12,20,3,10.117135501591418,0,2,62,2.846,47.495999999999995,0.5,7.37199326,4.302207932490989,1.4880706357503797,0.012823482999998248
mp-1222450,Lu2 B2 O6,10,3,11.366817285947048,0,2,40,3.6079999999999997,46.762,0.0,8.442054,3.802259131761043,1.6934922657416558,0.08412566200000171
mp-19097,Fe2 B2 O6,10,3,9.018607292723624,8,5,167,3.5780000000000003,22.932,0.5,8.3607802023781,4.174498036180227,2.100265101830842,0.0
mp-760386,Cs1 Cl1 O3,5,3,21.81588551144378,0,5,160,2.0008000000000004,43.27,0.0,5.125389532325422,2.8088693937593496,1.0958341729786116,0.0674473406249998
mp-1394022,Y2 Sn2 O6,10,3,15.163367792256704,0,3,194,3.0620000000000003,51.122,0.0,12.716999,5.169627832443797,2.6432479781391667,0.19036689234374382
mp-975990,Na1 Li1 O3,5,3,11.305388689302179,3,1,221,2.1086,15.586000000000002,2.0,3.837825,2.536290394032259,0.4418555939681443,0.46917315100000057
mp-977107,Na1 Ru1 O3,5,3,11.56928385871434,0,1,221,3.1306000000000003,34.41799999999999,0.5,3.867457,2.5558731933928245,0.4452671786444815,0.08907671737499889
mp-555313,Sc4 Bi4 O12,20,3,14.120951067358414,0,7,9,2.7760000000000002,60.388,0.0,10.570020590250842,5.2109748296473635,2.1415915351083243,0.03373375387500133
mp-1186997,Si1 Mo1 O3,5,3,9.689522500701136,1,1,221,3.85,34.408,0.0,3.645503,2.4091912060387797,0.4197132212588255,0.8953065618333378
mp-1402500,Y2 V2 O6,10,3,13.271569481375531,2,3,194,3.496,37.57,0.0,12.419869,4.99296066763018,2.5720581067147443,0.15398278900000228
mp-4819,Mg4 Ge4 O12,20,3,10.87526260236383,0,7,15,2.632,28.988,0.5,6.9344228685243525,4.116978449964362,1.4271626773870973,0.0
mp-1433326,Y1 Ni1 O3,5,3,10.605048504517953,1,1,221,3.322,39.12,0.5,3.756882,2.482797868092656,0.43253648292411184,0.2099643790000023
mp-755167,In4 Co4 O12,20,3,10.122549441478856,0,2,62,2.942,44.346,0.5,7.435169,4.223367547020072,1.520797581691546,0.07641799700000007
mp-675030,Ti8 Ni8 O24,40,3,10.354754426862794,8,6,1,3.418,30.912,2.0,10.579329462774327,5.307653273540245,2.1220464588748102,0.020319030499999613
mp-1001571,Ca1 Fe1 O3,5,3,11.294654719606756,1,1,221,2.7840000000000003,28.786,2.0,3.83661,2.5354874411022132,0.4417157088648185,0.0521472515000001
mp-625407,V6 H6 O18,30,3,12.097200955548557,0,6,1,2.622,19.989600000000003,0.0,8.633970848690014,5.178604386808181,1.99876003079652,0.04875140674999834
mp-760595,Cu4 C4 O12,20,3,13.977655073651395,4,7,14,3.732,24.712,0.5,9.356158091662124,4.395438664068016,1.8266008485205547,0.10300543500000092
mp-1079568,Na2 Ir2 O6,10,3,11.177425064239513,0,2,63,3.1706000000000003,52.638,0.5,7.172974955757514,4.49702494632094,1.691868002486394,0.0
mp-1176417,Mn4 Te4 O12,20,3,13.458513317485403,4,2,62,2.582,46.108,0.5,7.879377000227533,4.691197913952521,1.6526253787123597,0.03444944416666029
mp-1184023,Ga1 B1 O3,5,3,7.615510809572582,0,1,221,3.2840000000000003,25.706,0.0,3.364261,2.2233277591649854,0.38733333135796005,1.406577837166667
mp-1184736,Ho1 Cu1 O3,5,3,10.675722096892205,0,1,221,2.886,55.29,0.5,3.765209,2.488300904346552,0.43349518519192565,0.2523663390000017
mp-1197230,Ca10 C10 O30,50,3,11.81703937938988,0,6,2,3.402,20.018,0.5,12.802137645006315,6.16585195658437,2.549584478100065,0.024398207800000904
mp-3614,K1 Ta1 O3,5,3,12.75092400607338,0,1,221,3.3668,53.6,0.5,3.99488137,2.640083704710201,0.45993777219483006,0.0
mp-891854,Ag2 Ge2 O6,10,3,15.223687320929267,0,2,51,2.9200000000000004,45.706,0.0,9.308652,4.387933732076228,1.7599624226020263,0.13571188699999404
mp-755606,Ti4 Cr4 O12,20,3,10.50851048742478,4,2,62,3.35,29.574,2.0,7.614145,4.257039495796862,1.5730406911218506,0.11889169516667053
mp-573051,Re6 O18 F6,30,3,14.468048128358017,0,7,13,3.3340000000000005,50.64,0.0,10.474943922184739,5.301547090206143,2.0776427349514557,0.0
mp-1376289,Y6 Fe6 O18,30,3,12.552397030936852,12,3,185,3.2900000000000005,38.552,0.5,11.685330910000452,5.455882638757378,2.3162574585560356,0.013783144208330711
mp-977184,Np1 Tc1 O3,5,3,12.558880473175556,2,1,221,3.8760000000000003,76.6,0.0,3.974724,2.6267623719501207,0.45761701846213365,0.6848691417500063
mp-1185612,Mg1 Zn1 O3,5,3,11.151194167860268,0,1,221,2.132,27.538,2.0,3.820297,2.5247067241081225,0.43983756426353976,0.7046612504999983
mp-1368992,Mn4 Al4 O12,20,3,10.036515354186886,4,2,62,2.822,25.984,2.0,8.303278,4.289094728127236,1.640635774570233,0.1611669819431807
mp-865322,U1 Tl1 O3,5,3,16.183355284990267,1,1,221,3.0460000000000003,98.08,0.0,4.32544057,2.858418398811091,0.49797458884463547,0.0
mp-557535,Ba8 Mn8 O24,40,3,13.277221114650379,8,3,194,2.524,48.048,2.0,18.874274130000135,7.326212774101917,4.03588079016423,0.0012205596666667873
mp-1187557,Tm1 Sc1 O3,5,3,12.816125166645037,0,1,221,2.8240000000000003,52.372,0.0,4.001679,2.6445760313981523,0.4607203953840651,0.6286550321249997
mp-625258,V6 H6 O18,30,3,11.173869996495492,0,7,4,2.622,19.989600000000003,0.0,8.697049,5.087319656807062,1.9889169465702998,0.02486623941666455
mp-1212640,Gd6 In6 O18,30,3,14.451297124376461,6,3,185,2.8920000000000003,64.02000000000001,0.0,12.348034720000049,5.704396460060199,2.450224367094315,0.0
mp-1185613,Mg1 Tl1 O3,5,3,12.501241410557416,3,1,221,2.2380000000000004,55.342000000000006,0.5,3.968634,2.622737694300761,0.4569158659689204,0.5699949887499987
mp-1101265,Tm2 Al2 O6,10,3,11.683322033894944,0,3,194,2.7220000000000004,48.775999999999996,0.5,11.458344,4.632926529950192,2.3548279326884,0.07630096769998573
mp-984554,B1 Pb1 O3,5,3,9.069121984906007,0,1,221,3.128,53.202,0.5,3.565976,2.356634467217649,0.410557136804348,1.0795439214285576
mp-1018639,Ti1 Sn1 O3,5,3,12.332819523013695,0,1,221,3.1580000000000004,42.914,0.5,3.950731,2.610906199398216,0.45485466184970924,0.15802268900000094
mp-1186755,Sr1 Ta1 O3,5,3,13.452823025124772,0,1,221,3.524,63.303999999999995,0.0,4.066878,2.6876638734442357,0.46822687180524863,0.05960680650667349
mp-554137,Mg8 Si8 O24,40,3,11.034494675331105,0,7,14,2.7880000000000003,20.080000000000002,0.5,9.436821770891555,5.4172947395565805,2.1087564190809625,0.10853208541666959
mp-756686,Al4 Ga4 O12,20,3,9.121120088640941,0,2,62,2.8,28.939999999999998,0.5,7.448018,4.119206964701301,1.4527347043943477,0.10753347699999871
mp-1184153,Dy1 Sn1 O3,5,3,14.176076261741983,0,1,221,2.7960000000000003,65.84,0.0,4.138491,2.734990513921024,0.47647180341386586,0.8484255742499958
mp-1185084,La1 Pt1 O3,5,3,13.676270233138728,0,1,221,3.622,76.4,0.5,4.089271,2.702462659421596,0.47080501758201754,0.4250025896562448
mp-1387356,Y2 Co2 O6,10,3,12.809699479242505,2,3,194,3.3120000000000003,39.168,0.5,11.219736,4.615017044207484,2.2985094183369728,0.10564012250001475
mp-864891,Na6 P6 O18,30,3,12.410544641483803,0,6,2,2.4686,20.392,0.5,8.298821822723026,4.848659654956925,1.7682233981721796,0.0
mp-756665,Zr4 Co4 O12,20,3,11.441186215957021,4,2,62,3.688,39.63,2.0,8.3962092157813,4.411506005957049,1.5914724840226313,0.0785098069999961
mp-27193,Rb1 I1 O3,5,3,18.460116810641477,0,5,160,1.9524000000000001,52.074,0.0,4.541628991200898,4.325660926550917,1.4113410442024263,0.0
mp-545825,Na1 I1 O3,5,3,19.350979203214486,0,2,65,2.0046,39.578,0.5,5.992743,3.221160300560295,0.7376487830781372,1.0306532910000037
mp-1178214,Fe4 Sn4 O12,20,3,11.687576014186268,4,2,62,3.044,44.510000000000005,0.5,7.868700012381504,4.512682941412609,1.6429347597592128,0.03518453450000081
mp-771055,Eu1 Zr1 O3,5,3,14.789390392686268,1,1,221,3.182,58.24400000000001,0.5,4.197333,2.773877226933121,0.4832463871586362,0.09331918650000581
mp-1184954,K1 Dy1 O3,5,3,17.846625145724108,3,1,221,2.3548,49.92,0.5,4.46864,2.953174964045602,0.5144824429018541,0.26496522266666656
mp-1106239,Mn4 Bi4 O12,20,3,12.869691229174194,4,7,9,2.58,62.38399999999999,0.5,10.436433969226247,5.100453275093649,2.1503414619963386,0.029900116100012752
mp-973136,Li1 Sm1 O3,5,3,10.419445433133054,3,1,221,2.314,41.068,0.5,3.734836,2.4682284028286503,0.42999828787232564,0.3081785753392854
mp-19113,Co4 Te4 O12,20,3,12.390269431387509,4,2,62,2.8760000000000003,46.906,0.5,7.5678327743916505,4.550641028002852,1.5760522762177398,0.04721072550000116
mp-754597,Lu4 Tl4 O12,20,3,13.93422951337512,0,2,62,2.822,85.47999999999999,0.0,8.425783,4.721618240311124,1.648837233143629,0.0837613916249973
mp-756951,Li2 Sb2 O6,10,3,11.696062373991854,0,7,12,2.436,35.348,0.5,6.641603566747617,3.6833147162653637,1.09891796907759,0.05857178450000067
mp-675324,Ba2 C2 O6,10,3,17.316425223916518,0,2,34,3.414,39.462,0.5,7.060908,4.121906852397596,1.3606621250317996,0.07582380200000216
mp-1347225,Mg4 Sb4 O12,20,3,12.244658807410222,0,7,14,2.412,38.821999999999996,0.5,10.291414638433666,4.829695903833416,2.034822815217152,0.15861940270832697
mp-545643,Ba2 C2 O6,10,3,14.978570995693735,0,3,194,3.414,39.462,0.5,6.751943450448175,3.8816589768328402,1.1531849721292091,0.10449679500000197
mp-20243,Sm4 Fe4 O12,20,3,11.743677764568856,16,2,62,2.8440000000000003,50.85,0.5,7.715669691562011,4.489662296920656,1.5471885459138945,0.0
mp-756063,Rb4 Nb4 O12,20,3,17.553497501170597,0,7,12,3.2444,45.275999999999996,0.0,8.387423335803806,5.080865478224836,1.8439616728612762,0.02431936750000041
mp-1183821,Dy1 Rh1 O3,5,3,12.235829098175232,0,1,221,3.318,62.67999999999999,0.0,3.940347,2.604043760529422,0.453659133526306,0.5694803329999907
mp-1096800,La1 Sc1 O3,5,3,13.572558597611438,0,1,221,3.2340000000000004,46.372,0.0,4.078908,2.6956140987515926,0.46961190702583244,0.204081823000001
mp-1342410,Ca4 W4 O12,20,3,12.789518986730428,4,2,62,3.7079999999999997,54.376,0.5,7.910173,4.60755352706502,1.603831514285064,0.05364628233333413
mp-977112,Na1 Sr1 O3,5,3,14.905939695629911,3,1,221,2.1266000000000003,31.722,0.5,4.20833,2.781144777033287,0.48451249125845,0.5388160246666658
mp-754152,Y2 Bi2 O6,10,3,15.981620942451219,0,5,148,2.87,69.178,0.0,8.781714100927223,4.6600533088137945,1.761293018423933,0.04767483287500074
mp-1273356,Co4 Ag4 O12,20,3,11.229869424402173,4,6,2,3.028,42.966,0.5,7.798929510427748,4.23375325637568,1.4891971409238294,0.08221231949999552
mp-973267,K1 Tc1 O3,5,3,11.629380592435691,0,1,221,3.1168,37.019999999999996,0.5,3.87414195,2.560291053631263,0.4460368287856154,0.0
mp-645159,Fe4 Bi4 O12,20,3,12.029981167723426,16,2,62,2.8520000000000003,62.565999999999995,0.5,7.796731880061253,4.594801685122846,1.6303779518233696,0.011605766000001516
mp-22495,Sm4 Ni4 O12,20,3,10.849010152017563,4,2,62,2.8760000000000003,51.418000000000006,0.5,7.530886490441453,4.409092629462934,1.5230213346736892,0.0
mp-1178563,Ag2 As2 O6,10,3,11.928055162319483,0,5,148,2.742,46.164,0.5,9.920342381648402,4.722860448078617,2.324237829637402,0.0
mp-1017447,Hg1 Ge1 O3,5,3,11.15130800666716,0,1,221,2.464,64.24600000000001,0.5,3.82031,2.5247153153740407,0.43983906097657954,0.3422496971666682
mp-754980,Zr2 Mn2 O6,10,3,12.774990701423613,2,5,148,3.3939999999999997,38.832,2.0,7.252656828057636,3.959198316224413,1.5880950692114477,0.04726248399999555
mp-16819,Zn8 Te8 O24,40,3,14.315840977653773,0,2,61,2.268,48.196,0.5,12.32774028,6.079444556010572,2.4073274638507134,0.0007195042499965609
mp-1213970,Ca4 Os4 O12,20,3,11.790716031622619,4,2,62,3.5620000000000003,55.65599999999999,0.5,7.759873,4.473594261438635,1.6312018662210845,0.08730731009999548
mp-1182642,Cd2 Sn2 O6,10,3,15.581331424913833,0,7,11,2.4200000000000004,55.82000000000001,0.5,8.948784920864416,4.072262815184002,1.7067458884038826,0.07961097200000111
mp-22564,Pr4 Mn4 O12,20,3,11.887147279721376,4,2,62,2.8840000000000003,48.768,0.5,7.78248656,4.555896782797354,1.5780927351048906,0.0
mp-769007,Y6 Sc6 O18,30,3,13.418951637858155,0,3,185,3.214,36.374,0.0,12.19474075000009,5.668272531896259,2.421325937693953,0.023408616333334464
mp-973447,K1 Ba1 O3,5,3,25.206531138852537,3,1,221,2.1268000000000002,44.88,2.0,5.013731,3.3134074048612816,0.5772397357882387,0.5736075070000011
mp-5899,Nd2 Al2 O6,10,3,10.574913460950464,0,5,167,2.918,43.836,0.5,7.441888091984092,3.784383720577855,1.8407271334959878,0.0
mp-1040464,Na1 Os1 O3,5,3,11.652197584979902,0,1,221,3.4166,52.238,0.5,3.876674,2.5619644009288103,0.44632834818962863,0.03505463649999996
mp-1187621,Tl1 W1 O3,5,3,13.55553558421119,1,1,221,3.716,87.24000000000001,0.0,4.077202,2.6944866603164845,0.46941549222231493,0.15775196400000624
mp-752613,Co4 Sn4 O12,20,3,11.425008809644655,4,2,62,3.066,45.126,0.5,7.81053,4.4225654367195055,1.5943224722310116,0.07626595650000478
mp-8627,Sm4 B4 O12,20,3,11.769706587166798,0,6,2,3.15,41.842,0.0,7.5410576565695875,4.338216626332368,1.5061935307682561,0.0
mp-1183413,Be1 Hg1 O3,5,3,9.778349755984134,3,1,221,2.358,51.52244,2.0,3.656609,2.4165307905993374,0.4209918747218182,0.6039585589999996
mp-1221516,Mo2 H2 O6,10,3,11.751072688341687,2,7,5,2.9240000000000004,28.9916,0.0,10.594765269207471,6.551818915188165,3.625467232385867,0.09138970864285145
mp-22416,Sm4 Ti4 O12,20,3,12.171416305908602,4,2,62,2.958,49.254000000000005,0.5,7.790579,4.534736463259369,1.5621670206876026,0.048607647249991004
mp-22055,Tb4 Mn4 O12,20,3,11.238790275552175,4,2,62,2.9539999999999997,52.36800000000001,0.5,7.56732549,4.411864018196702,1.5168048094305029,0.0
mp-2234285,Ti2 Mn2 O6,10,3,11.383843812847203,2,7,12,3.114,30.162,2.0,12.09096416841694,4.963426377976636,2.3989147744820656,0.19947064199999964
mp-1183479,Bi1 Mo1 O3,5,3,13.95267243780437,2,1,221,3.3600000000000003,70.586,0.0,4.116636,2.720547274179354,0.4739555985305858,0.35062658300000127
mp-23963,H4 I4 O12,20,3,13.475834847769724,0,2,19,1.782,35.1816,0.0,8.00416,4.422971886358326,1.5466729396733354,0.016353290499998785
mp-9186,Cd4 Se4 O12,20,3,13.67439067186169,0,2,62,2.2840000000000003,47.874,0.5,8.12471485,4.62801185042721,1.7354924444495108,0.0
mp-1181886,Ca4 Si4 O12,20,3,9.401882715736742,0,1,204,2.854,23.234,0.5,7.218134,4.155481875788843,1.4655790617272413,0.24373227616665893
mp-1183290,Ba1 Pt1 O3,5,3,14.1728908583186,0,1,221,3.108,76.08,2.0,4.138181,2.734785645272207,0.47643611256445756,0.09931574226667284
mp-1186799,Pu1 Pb1 O3,5,3,16.554003167514978,1,1,221,2.686,99.84,0.5,4.358038,2.880081795346988,0.5017486386236328,0.2141319438124949
mp-3858,Na4 Ta4 O12,20,3,11.70305179928378,0,2,62,3.4025999999999996,50.378,0.5,7.77470694,4.550341220952792,1.6236315719928198,0.0
mp-20569,Mn2 Sn2 O6,10,3,12.055503457779894,2,5,148,2.7720000000000002,44.327999999999996,0.5,8.336495953302755,4.135106898986116,1.6674887693202933,0.0
mp-1188497,Ca4 Mn4 O12,20,3,11.599668310116925,4,3,194,2.512,28.603999999999996,2.0,9.217627,4.4355441375544356,1.8021007771767257,0.11974854383333788
mp-1184162,Er1 Ir1 O3,5,3,12.446124964454778,0,1,221,3.6060000000000003,81.5,0.0,3.962793,2.6188775724370643,0.4562433812870062,0.826676534249998
mp-978493,Si1 Sn1 O3,5,3,10.231298685662441,0,1,221,3.114,38.958,0.0,3.712219,2.4532815827308534,0.42739435257856484,0.4862584729999977
mp-655586,Na4 Cl4 O12,20,3,19.4305345192026,12,6,1,2.0626,21.288,0.5,7.552593695559983,4.996085377043787,1.6977652394853708,0.5105025552499995
mp-556892,In4 Bi4 O12,20,3,14.553746635077824,0,2,33,2.5,74.356,0.0,8.418455,4.862946113212393,1.7467188023444278,0.028943077000000983
mp-553939,Ca4 C4 O12,20,3,12.43969678235624,0,2,62,3.402,20.018,0.5,8.51392996,4.5553589901438984,1.7627507697744953,0.01268992999999874
mp-1190109,K4 N4 O12,20,3,17.600538079985917,0,2,62,2.7308,20.222,0.5,9.512412,5.047388467083928,2.0189058471917125,0.04361100300000054
mp-1017000,Mg1 Zr1 O3,5,3,14.123065569318559,0,1,221,3.112,32.706,2.0,4.133326,2.731577137885073,0.47587714781001583,0.667561955
mp-754787,Sm4 Tl4 O12,20,3,14.960080716743494,0,2,62,2.364,80.56,0.0,8.641722,4.796316283821025,1.675339604231192,0.07315675212499784
mp-976968,Na1 Pd1 O3,5,3,12.715218277804578,3,1,221,2.5606,35.478,0.5,3.991149,2.6376171060044307,0.45950805782190823,0.2644262422499999
mp-756762,Tb4 Tm4 O12,20,3,13.969407276091028,0,2,62,2.854,75.16,0.0,8.335532,4.703042272214824,1.6340411353723157,0.07975851762500241
mp-4434,Tb4 Al4 O12,20,3,10.18330754963362,0,2,62,3.048,46.775999999999996,0.5,7.39404835,4.307431592748607,1.5318756671440394,0.009000524750000238
mp-25096,Ni4 Bi4 O12,20,3,11.970897899719024,4,7,11,2.8840000000000003,63.13399999999999,0.5,7.84876,4.446532473643994,1.6412341297910873,0.03224259075001523
mp-22220,La4 Lu4 O12,20,3,14.376208901347814,0,2,62,3.34,72.38,0.0,8.32190561,4.782544581060097,1.655013623163436,0.0
mp-972931,Eu1 Mg1 O3,5,3,12.072075992800219,4,1,221,2.2340000000000004,44.862,0.5,3.92269,2.592374838812713,0.45162625182307675,0.40852125524999927
mp-19424,Ti2 Co2 O6,10,3,10.2011734456397,2,5,148,3.408,30.96,2.0,7.9818004158332485,3.977480846168021,1.6395933151833793,0.0031547080000002836
mp-1226283,Cr1 W1 O3,5,3,22.652102388659603,2,5,146,4.16,56.760000000000005,0.5,5.1180207072504995,2.760998056877266,0.6453284554440863,0.7269175708000031
mp-1017591,Ba1 Ru1 O3,5,3,13.42099309123968,1,1,221,3.2880000000000003,57.279999999999994,0.5,4.063668,2.685542491629055,0.4678572988162151,0.06870543149998909
mp-1187577,Tm1 Cr1 O3,5,3,11.268647551823275,1,1,221,2.864,53.779999999999994,0.5,3.833663,2.5335398672052243,0.44137641553189577,0.3989501684999972
mp-1120755,Na2 C2 O6,10,3,12.379553348782787,6,5,167,3.2566,16.6,0.5,9.726823092580666,4.530351108403757,2.3691618647815624,0.0
mp-18954,Sc6 Mn6 O18,30,3,11.075414138837916,6,3,185,2.9240000000000004,29.580000000000002,0.5,11.182257550000026,5.205668584403435,2.1788502355309216,0.007785438895831831
mp-10429,La4 Y4 O12,20,3,15.597155798848746,0,2,62,3.3280000000000003,55.162,0.0,8.610897,4.869495067182566,1.7573888109359728,0.03902502800000107
mp-647680,Mn10 Si10 O30,50,3,12.532568646514553,10,6,2,3.0700000000000003,26.206,0.5,12.637708068023485,6.16630845680857,2.613494612891546,0.30921570796667197
mp-554549,Ca16 Ge16 O48,80,3,12.118135982399547,0,4,88,2.6980000000000004,32.141999999999996,0.5,12.520147843242471,7.035626833214586,2.769550868235764,0.014406481708334695
mp-1205336,Ba4 Mn4 O12,20,3,13.840440327242215,2,3,186,2.524,48.048,2.0,9.909149845737245,4.975822741080694,2.0971503677805345,0.007626374666666713
mp-752678,Ag4 Au4 O12,20,3,14.714753356257948,0,2,63,2.912,70.58,0.5,7.539733,4.960539587784944,1.893105465433693,0.4188761972499986
mp-1105306,Tl4 Cr4 O12,20,3,11.693687091748172,4,2,62,2.7560000000000002,60.879999999999995,0.5,7.819103,4.479229185971506,1.5554917963807298,0.039864296500002006
mp-1193602,Ca6 Rh6 O18,30,3,11.192861963907,8,7,11,3.0780000000000003,38.196000000000005,0.5,12.793842536438389,5.893958298715573,2.601592108567091,0.005130363333334387
mp-756419,Sc4 Fe4 O12,20,3,10.068491910800189,4,7,14,3.196,29.762,0.5,7.427497559026938,4.1909271846944485,1.5068050779011362,0.13811168887499825
mp-768518,La6 Al6 O18,30,3,14.753325888293167,0,2,63,3.132,42.775999999999996,0.5,10.17005618,5.549903837343464,2.128937552124807,0.05321426366667126
mp-754513,Zr2 Mn2 O6,10,3,12.652058400805867,2,5,161,3.3939999999999997,38.832,2.0,7.825481353908945,3.666633874758896,1.2074597234227575,0.042833537999994675
mp-1186893,Rb1 Sn1 O3,5,3,14.823908959186662,3,1,221,2.3584000000000005,50.434000000000005,0.0,4.200596,2.776033634678581,0.4836220621316007,0.1858508148333371
mp-1278230,La4 Mn4 O12,20,3,12.507793866078114,4,6,2,3.0380000000000003,48.368,0.5,7.987857363165614,4.648590683083552,1.7675333196377407,0.14659164295238192
mp-1348445,Al6 Co6 O18,30,3,9.781153452015003,6,3,185,3.116,26.782,2.0,11.557588,5.147404582050695,2.2489641883560787,0.2691716091515115
mp-1369159,Zn4 Co4 O12,20,3,9.12812000006758,4,2,62,2.708,34.462,2.0,7.286572,4.104319698358658,1.4961671483203294,0.17756001894736784
mp-1076782,Ba1 Co1 O3,5,3,12.62410471503431,4,1,221,2.818,48.846000000000004,2.0,3.981593,2.6313018646879636,0.4584078586059566,0.22222526900000084
mp-561412,Ca3 C3 O9,15,3,12.775195200047797,0,7,5,3.402,20.018,0.5,8.74531582203143,4.142071147037112,1.6965578091597928,0.007197419333333954
mp-1188379,Tb4 Mn4 O12,20,3,13.541147657835783,4,2,62,2.9539999999999997,52.36800000000001,0.5,13.165208,5.660835083342822,2.652908100653205,0.31423652450000183
mp-27994,Hg4 Br4 O12,20,3,17.522258330137227,0,7,15,1.9380000000000002,65.7,0.5,13.815361900275933,7.724187617205517,4.125508419301643,0.0
mp-4429,Ca6 Si6 O18,30,3,13.289420896817727,0,6,2,2.854,23.234,0.5,8.56196351345435,4.944673318069095,1.767350247155762,0.0
mp-1289597,Mn4 B4 O12,20,3,9.05154553418885,2,7,15,3.306,22.75,0.5,7.605859291439199,4.245510981024433,1.5999904465515515,0.020367710552088525
mp-561547,Sr8 Si8 O24,40,3,14.135742258945687,0,7,14,2.83,32.742000000000004,0.0,14.164016549741971,6.325923372258163,2.9357823362112323,0.03602744549999315
